University Rank,Name of University,Location,No of student,No of student per staff,International Student,Female:Male Ratio,OverAll Score,Teaching Score,Research Score,Citations Score,Industry Income Score,International Outlook Score,Latitude,Longitude
1501+,Universitas Padjadjaran,Indonesia,"35,873",12.1,1%,60:40:00,10.4–18.3,22.5,11.0,17.0,41.8,26.1,-6.9261,107.7747
1501+,Universidad Panamericana (UP),Mexico,"14,504",8.5,1%,48:52:00,10.4–18.3,20.5,9.1,8.7,37.0,36.5,20.6826,-103.442
1501+,University of Pardubice,Czech Republic,"7,606",14.0,7%,56:44:00,10.4–18.3,18.6,16.7,5.7,37.3,34.9,50.0482,15.7694
1501+,University of Passo Fundo (UPF),Brazil,"11,671",24.7,0%,58:42:00,10.4–18.3,16.9,10.1,23.1,37.0,23.9,-28.2345,-52.3804
1501+,Payame Noor University,Iran,"454,155",124.7,1%,60:40:00,10.4–18.3,14.8,9.0,23.5,38.2,18.2,,
1501+,Pedagogical and Technological University of Colombia,Colombia,"32,037",15.4,0%,54:46:00,10.4–18.3,14.5,7.6,6.1,37.0,35.2,5.552,-73.3567
1501+,University of Pernambuco,Brazil,"18,556",17.0,0%,43:57:00,10.4–18.3,16.0,10.0,17.8,37.4,24.8,,
1501+,Universidad Politécnica Salesiana,Ecuador,"21,335",20.7,1%,41:59:00,10.4–18.3,13.0,8.8,14.5,37.4,46.4,-2.8865,-78.9899
1501+,Polytechnic University of Bucharest,Romania,"30,287",24.4,4%,36 : 64,10.4–18.3,16.6,11.8,10.2,37.7,22.1,44.4386,26.0495
1501+,Polytechnic University of Timişoara,Romania,"13,081",21.5,2%,37 : 63,10.4–18.3,14.9,10.6,20.3,38.1,19.9,45.7536,21.2252
1501+,Pontifical Catholic University of Minas Gerais,Brazil,"39,142",34.0,0%,56:44:00,10.4–18.3,17.6,9.4,6.8,37.2,21.3,,
1501+,Universidad Pontificia Bolivariana (UPB),Colombia,"11,497",11.5,2%,55:45:00,10.4–18.3,18.7,10.6,4.8,39.3,36.4,,
1501+,Pontificia Universidad Católica del Ecuador,Ecuador,"23,170",15.0,1%,57:43:00,10.4–18.3,14.8,8.0,18.4,36.9,52.7,-0.2095,-78.4914
1501+,Prague University of Economics and Business,Czech Republic,"13,700",28.1,27%,52:48:00,10.4–18.3,16.4,14.0,6.8,37.7,47.0,50.0842,14.4411
1501+,PSG College of Technology,India,"8,594",15.3,0%,38 : 62,10.4–18.3,16.9,9.6,21.1,38.0,15.0,11.0243,77.0028
1501+,Recep Tayyip Erdoğan University,Turkey,"13,468",19.2,4%,53:47:00,10.4–18.3,15.6,8.8,16.9,37.1,20.1,41.0381,40.4932
1501+,University of Rijeka,Croatia,"13,155",15.6,2%,58:42:00,10.4–18.3,17.1,15.9,14.9,39.3,31.3,45.3278,14.4668
1501+,R V College of Engineering,India,"5,953",15.4,0%,29 : 71,10.4–18.3,15.6,9.7,26.2,38.3,14.1,12.9237,77.4987
1501+,Ryukoku University,Japan,"15,692",27.7,2%,37 : 63,10.4–18.3,15.6,10.0,11.7,37.5,24.9,,
1501+,Rzeszów University of Technology,Poland,"11,259",12.1,1%,38 : 62,10.4–18.3,16.9,9.3,24.0,40.5,21.3,50.019,21.9892
1501+,University of La Sabana,Colombia,"12,123",15.5,2%,57:43:00,10.4–18.3,17.0,10.1,12.6,38.0,42.6,4.8616,-74.0325
1501+,Saitama University,Japan,"8,457",14.9,6%,33 : 67,10.4–18.3,19.7,13.5,13.3,39.0,34.9,35.8623,139.6073
1501+,San Sebastián University,Chile,"19,858",10.4,0%,61:39:00,10.4–18.3,17.1,8.1,8.9,36.9,41.6,,
1501+,Satbayev University,Kazakhstan,"9,243",9.7,4%,38 : 62,10.4–18.3,19.6,9.3,5.0,41.1,67.9,43.2371,76.9314
1501+,University of Science and Technology of Oran Mohamed-Boudiaf,Algeria,"19,115",6.9,1%,49:51:00,10.4–18.3,21.6,7.7,7.8,37.0,32.3,35.7079,-0.579
1501+,SGH Warsaw School of Economics,Poland,"9,092",17.7,12%,50:50:00,10.4–18.3,16.9,13.2,10.3,37.8,32.3,52.2089,21.0087
1501+,Shimane University,Japan,"6,055",7.7,3%,38 : 62,10.4–18.3,21.2,11.3,17.0,40.0,24.9,35.4849,133.0672
1501+,Shizuoka University,Japan,"9,926",14.2,4%,29 : 71,10.4–18.3,18.7,14.8,10.6,43.3,32.0,34.9635,138.4331
1501+,University of Shizuoka,Japan,"3,125",11.9,3%,61:39:00,10.4–18.3,19.5,12.8,10.2,41.5,22.8,34.9947,138.4464
1501+,Sichuan University of Science and Engineering,China,"38,707",21.2,1%,43:57:00,10.4–18.3,13.1,9.4,21.9,42.5,17.4,,
1501+,University of Silesia in Katowice,Poland,"19,962",12.0,3%,67:33:00,10.4–18.3,19.4,12.3,10.1,37.0,26.9,50.2607,19.0281
1501+,Silpakorn University,Thailand,"24,310",21.0,1%,69:31:00,10.4–18.3,18.4,10.9,16.7,49.4,26.1,13.7525,100.49
1501+,University of Sistan and Baluchestan,Iran,"9,109",20.3,1%,57:43:00,10.4–18.3,16.8,11.5,21.9,37.4,20.1,,
1501+,Sivas Cumhuriyet University,Turkey,"44,942",34.8,4%,49:51:00,10.4–18.3,18.2,9.3,17.8,37.3,21.1,39.7087,37.0203
1501+,Slovak University of Technology in Bratislava,Slovakia,"10,976",8.8,5%,28 : 72,10.4–18.3,22.0,11.8,7.5,38.4,32.3,48.1546,17.1175
1501+,University of Sonora,Mexico,"35,026",25.6,1%,56:44:00,10.4–18.3,14.5,8.1,9.7,36.9,26.8,29.0835,-110.9604
1501+,Sophia University,,"13,402",11.8,12%,60:40:00,10.4–18.3,20.3,10.0,9.1,37.5,47.2,35.6831,139.7319
1501+,Srinakharinwirot University,Thailand,"26,673",19.6,0%,67:33:00,10.4–18.3,18.4,8.6,10.2,37.3,19.7,,
1501+,State University of Ponta Grossa,Brazil,"8,453",9.1,1%,55:45:00,10.4–18.3,20.7,9.9,18.2,37.1,22.8,-25.0863,-50.1613
1501+,State University of Santa Cruz,Brazil,"6,887",9.4,1%,56:44:00,10.4–18.3,21.3,9.2,17.1,37.3,28.7,,
1501+,Süleyman Demirel University,Turkey,"41,032",34.8,5%,50:50:00,10.4–18.3,15.8,9.1,23.2,37.3,22.9,37.8292,30.5263
1501+,Universitas Sumatera Utara,Indonesia,"36,146",21.1,2%,54:46:00,10.4–18.3,15.4,9.9,25.1,38.0,22.0,3.5617,98.6563
1501+,Tamil Nadu Agricultural University,India,"6,724",8.7,0%,62:38:00,10.4–18.3,25.2,10.3,2.0,41.5,15.0,11.0122,76.9354
1501+,Technical University of Cluj-Napoca,Romania,"18,649",20.5,2%,38 : 62,10.4–18.3,15.6,12.0,19.5,39.1,23.0,46.7692,23.5857
1501+,Technical University of Liberec,Czech Republic,"5,222",11.5,11%,52:48:00,10.4–18.3,20.2,15.4,7.7,44.0,43.3,50.7731,15.0745
1501+,Technical University of Loja,Ecuador,"51,567",33.4,1%,56:44:00,10.4–18.3,11.6,7.8,10.2,37.1,51.8,-0.2565,-79.1911
1501+,Technical University of Sofia,Bulgaria,"10,339",11.6,9%,27 : 73,10.4–18.3,17.5,8.3,8.0,39.3,26.1,42.657,23.3554
1501+,Universidade Tecnológica Federal do Paraná (UTFPR),Brazil,"33,484",12.8,1%,35 : 65,10.4–18.3,16.4,10.1,12.6,37.4,22.1,,
1501+,Universiti Teknologi MARA,Malaysia,"60,563",16.0,1%,67:33:00,10.4–18.3,19.0,13.2,10.4,37.5,20.9,3.0698,101.5037
1501+,Telkom University,Indonesia,"18,977",18.2,1%,43:57:00,10.4–18.3,14.1,10.5,20.3,40.5,29.4,-6.973,107.6317
1501+,Temuco Catholic University,Chile,"10,629",12.3,1%,60:40:00,10.4–18.3,16.0,10.1,7.9,38.3,41.5,-38.737,-72.6012
1501+,Tokyo University of Agriculture,Japan,"12,907",32.7,1%,43:57:00,10.4–18.3,15.8,10.1,15.3,38.7,21.3,35.6411,139.6321
1501+,Tokyo City University,Japan,"7,415",15.5,2%,24 : 76,10.4–18.3,16.3,10.3,5.1,46.6,23.0,35.5988,139.6507
1501+,Tokyo Denki University,Japan,"9,846",28.5,3%,0.602083333,10.4–18.3,15.0,9.6,1.7,40.2,19.5,35.7486,139.8063
1501+,Tokyo University of Pharmacy and Life Sciences,Japan,"3,853",18.9,1%,52:48:00,10.4–18.3,17.5,7.8,11.2,38.0,18.4,,
1501+,Tottori University,Japan,"5,995",8.1,2%,38 : 62,10.4–18.3,23.3,12.3,14.4,39.6,22.6,35.5152,134.1734
1501+,Toyo University,Japan,"30,465",24.2,6%,43:57:00,10.4–18.3,14.4,9.0,4.8,37.9,30.9,35.7227,139.7503
1501+,University of Tunis,Tunisia,"16,418",12.8,2%,68:32:00,10.4–18.3,20.5,9.6,14.7,37.0,38.2,36.7944,10.1628
1501+,Universitas Andalas,Indonesia,"32,537",21.6,0%,55:45:00,10.4–18.3,23.9,9.1,10.7,43.4,16.7,-0.9152,100.4582
1501+,Universiti Malaysia Sabah (UMS),Malaysia,"17,068",19.0,4%,67:33:00,10.4–18.3,16.3,12.6,16.5,37.5,40.1,6.0309,116.1167
1501+,Uşak University,Turkey,"20,902",38.1,11%,47:53:00,10.4–18.3,12.3,10.0,10.5,39.1,28.2,,
1501+,Utsunomiya University,Japan,"4,829",14.1,4%,37 : 63,10.4–18.3,19.0,11.6,3.0,40.2,24.5,36.5482,139.9129
1501+,University of Valparaíso,Chile,"16,371",18.3,2%,58:42:00,10.4–18.3,15.5,11.4,18.6,37.0,47.8,,
1501+,Van Yüzüncü Yil University,Turkey,"20,523",17.0,3%,44:56:00,10.4–18.3,17.4,22.7,10.4,61.0,19.4,38.5697,43.2889
1501+,Vietnam National University (Ho Chi Minh City),Vietnam,"75,704",21.7,1%,46:54:00,10.4–18.3,15.1,10.1,20.7,41.5,35.6,10.7825,106.7053
1501+,VSB - Technical University of Ostrava,,"11,087",14.4,10%,33 : 67,10.4–18.3,18.8,17.0,8.2,44.1,42.0,,
1501+,Walailak University,Thailand,"8,553",13.3,1%,73:27:00,10.4–18.3,17.7,10.6,14.5,37.2,36.0,8.6416,99.8974
1501+,University of Warmia and Mazury in Olsztyn,Poland,"17,690",17.7,2%,59:41:00,10.4–18.3,16.8,12.2,20.6,39.2,21.4,53.7602,20.4608
1501+,University of West Attica,Greece,"34,530",33.6,0%,49:51:00,10.4–18.3,12.0,9.8,22.8,37.3,26.0,38.0026,23.6748
1501+,West University of Timişoara,Romania,"14,527",24.6,6%,66:34:00,10.4–18.3,18.7,13.4,16.8,37.7,28.7,45.7471,21.2316
1501+,Wrocław University of Science and Technology,Poland,"23,657",20.3,6%,35 : 65,10.4–18.3,17.9,16.0,14.9,45.5,27.3,51.1077,17.0625
1501+,Yamaguchi University,Japan,"10,724",11.1,7%,38 : 62,10.4–18.3,21.3,12.3,13.9,43.8,30.4,34.1487,131.4679
1501+,Yanshan University,China,"38,649",13.2,1%,39 : 61,10.4–18.3,17.2,10.9,18.3,46.9,17.0,39.9045,119.5397
1501+,Yeditepe University,Turkey,"17,038",28.2,5%,55:45:00,10.4–18.3,18.8,12.2,10.5,65.7,29.6,40.972,29.1522
1501+,Zonguldak Bülent Ecevit University,Turkey,"28,319",25.4,8%,47:53:00,10.4–18.3,13.2,8.2,23.5,38.9,23.1,41.4514,31.763
Reporter,University Abdelhamid Ibn Badis Mostaganem,Algeria,"24,493",19.3,1%,67:33:00,,,,,,,35.9325,0.0878
Reporter,Abdullah Gül University,Turkey,"2,509",20.1,9%,43:57:00,,,,,,,38.7371,35.4735
Reporter,Abertay University,United Kingdom,"4,010",21.7,22%,48:52:00,,,,,,,56.4633,-2.9739
Reporter,"Adamawa State University, Mubi",Nigeria,"17,840",70.0,0%,35 : 65,,,,,,,10.2801,13.2774
Reporter,AECC University College,United Kingdom,615,15.4,43%,47:53:00,,,,,,,,
Reporter,Afe Babalola University,,"9,085",11.1,1%,59:41:00,,,,,,,7.6709,5.3071
Reporter,Aga Khan University,Pakistan,"1,356",2.3,1%,65:35:00,,,,,,,24.892,67.0735
Reporter,Ahl Al Bayt University,Iraq,"2,879",14.3,1%,51:49:00,,,,,,,32.6414,43.9945
Reporter,Aichi Prefectural University,Japan,"3,302",15.2,1%,72:28:00,,,,,,,35.1814,137.0882
Reporter,Air University,Pakistan,"6,404",15.2,0%,32 : 68,,,,,,,33.7138,73.0247
Reporter,Ajeenkya DY Patil University,India,"2,793",16.4,0%,24 : 76,,,,,,,18.6229,73.9111
Reporter,Tashkent Metropolitan University,Uzbekistan,317,22.6,5%,51:49:00,,,,,,,41.2694,69.2498
Reporter,Ajman University,United Arab Emirates,"5,050",16.4,82%,59:41:00,,,,,,,25.4123,55.5066
Reporter,Akita Prefectural University,Japan,"1,826",8.5,1%,26 : 74,,,,,,,39.8008,140.0462
Reporter,Akwa Ibom State University,Nigeria,"10,026",20.7,0%,42:58:00,,,,,,,,
Reporter,Al-Ayen University,Iraq,"11,000",51.2,0%,66:34:00,,,,,,,31.0675,46.2608
Reporter,Alex Ekwueme Federal University Ndufu-Alike,Nigeria,"12,962",16.8,0%,52:48:00,,,,,,,,
Reporter,Al-Ahliyya Amman University,,"4,192",11.8,57%,50:50:00,,,,,,,32.047,35.7795
Reporter,Al-Farabi University College,Iraq,"4,309",16.0,0%,36 : 64,,,,,,,,
Reporter,Al-Farahidi University,Iraq,"17,080",65.9,0%,47:53:00,,,,,,,33.2708,44.3603
Reporter,Al-Esraa University College,Iraq,"16,150",22.2,0%,,,,,,,,33.3165,44.4268
Reporter,University of Al-Hamdaniya,Iraq,"2,302",26.5,0%,32 : 68,,,,,,,36.3362,43.4188
Reporter,Alisher Navo’i Tashkent State University of Uzbek Language and Literature,,"3,614",12.9,6%,82:18:00,,,,,,,,
Reporter,Al-Kitab University,Iraq,"7,206",16.9,0%,32 : 68,,,,,,,35.76,44.1554
Reporter,Al-Maarif University College,Iraq,"6,000",17.6,1%,60:40:00,,,,,,,33.4309,43.3373
Reporter,Al-Manara College for Medical Sciences,Iraq,"4,538",30.9,0%,47:53:00,,,,,,,31.8546,47.1387
Reporter,Al-Mustaqbal University,,"9,698",20.8,0%,41:59:00,,,,,,,32.3964,44.4043
Reporter,Al-Muthanna University,Iraq,"15,591",23.1,0%,55:45:00,,,,,,,31.3375,45.2898
Reporter,Al-Nahrain University,Iraq,"5,716",6.2,0%,49:51:00,,,,,,,33.2794,44.3781
Reporter,Al-Noor University College,Iraq,"6,454",40.6,0%,62:38:00,,,,,,,36.4447,43.2106
Reporter,Al-Quds University,Palestine,"12,170",12.3,6%,62:38:00,,,,,,,31.7558,35.2601
Reporter,Altınbaş University,Turkey,"8,204",13.7,47%,41:59:00,,,,,,,41.0573,28.8204
Reporter,American International University – Bangladesh,Bangladesh,"10,738",26.6,0%,24 : 76,,,,,,,23.8221,90.4274
Reporter,American University of Madaba,Jordan,"1,685",17.9,26%,47:53:00,,,,,,,31.6612,35.8007
Reporter,American University of Nigeria,Nigeria,"1,100",10.1,2%,49:51:00,,,,,,,9.1939,12.5001
Reporter,American University of Ras Al Khaimah,United Arab Emirates,784,8.1,63%,50:50:00,,,,,,,25.7875,55.9936
Reporter,"Amity University, Gurugram",India,"5,695",14.8,2%,40 : 60,,,,,,,28.3153,76.9143
Reporter,"Amity University, Gwalior",India,"2,160",12.6,0%,43:57:00,,,,,,,26.2727,78.2284
Reporter,"Amity University Rajasthan, Jaipur",India,"2,971",12.5,0%,33 : 67,,,,,,,,
Reporter,"Amity University, Mumbai",India,"4,358",22.7,0%,48:52:00,,,,,,,18.9317,73.1627
Reporter,Andijan State Medical Institute,Uzbekistan,"6,831",9.5,5%,47:53:00,,,,,,,40.8116,72.3288
Reporter,Andrés Bello Catholic University (UCAB),Venezuela,"10,857",17.8,1%,50:50:00,,,,,,,10.4641,-66.9764
Reporter,Anglo-American University,Czech Republic,620,12.7,80%,40 : 60,,,,,,,50.09,14.409
Reporter,Ankara Science University,Turkey,393,9.6,19%,62:38:00,,,,,,,39.9238,32.8457
Reporter,Arab American University,Palestine,"12,070",31.1,44%,58:42:00,,,,,,,32.4062,35.3426
Reporter,Arab Open University – Kuwait,Kuwait,"9,139",103.9,64%,57:43:00,,,,,,,29.2824,47.9129
Reporter,Arab Open University Lebanon,Lebanon,"1,754",13.3,14%,47:53:00,,,,,,,33.871,35.514
Reporter,Arts University Bournemouth,United Kingdom,"3,310",14.1,21%,69:31:00,,,,,,,50.7422,-1.8962
Reporter,Antonio Nariño University,Colombia,"13,359",17.9,1%,53:47:00,,,,,,,,
Reporter,University of the Arts London,United Kingdom,"17,930",12.8,60%,76:24:00,,,,,,,,
Reporter,Arts University Plymouth,United Kingdom,"1,215",12.2,9%,72:28:00,,,,,,,50.3733,-4.1373
Reporter,Asahi University,Japan,"2,607",8.7,5%,33 : 67,,,,,,,35.3817,136.6906
Reporter,Ashikaga University,Japan,"1,572",19.9,15%,25 : 75,,,,,,,36.3534,139.3967
Reporter,Ashur University College,Iraq,"1,059",8.1,0%,59:41:00,,,,,,,,
Reporter,Audencia,France,"5,838",38.7,31%,52:48:00,,,,,,,47.2471,-1.5525
Reporter,Augustine University,Nigeria,238,3.7,0%,40 : 60,,,,,,,35.7877,-78.6189
Reporter,Azerbaijan University of Architecture and Construction,Azerbaijan,"9,846",18.9,3%,0.970833333,,,,,,,,
Reporter,Azerbaijan State University of Economics,Azerbaijan,"17,328",11.8,2%,51:49:00,,,,,,,40.3676,49.8322
Reporter,Babcock University,Nigeria,"12,340",18.8,0%,53:47:00,,,,,,,6.8921,3.7181
Reporter,Badr University in Cairo (BUC),Egypt,"14,021",20.7,2%,55:45:00,,,,,,,30.1275,31.7033
Reporter,Bakrie University,Indonesia,"3,219",33.9,0%,57:43:00,,,,,,,-6.2204,106.8332
Reporter,"Balochistan University of Engineering and Technology, Khuzdar",Pakistan,"2,990",15.0,%,0.35625,,,,,,,,
Reporter,"Bamidele Olumilua University of Education, Science and Technology, Ikere-Ikiti",Nigeria,"4,329",14.9,0%,60:40:00,,,,,,,,
Reporter,Bandirma Onyedi Eylül University,Turkey,"15,473",47.0,7%,45:55:00,,,,,,,40.3375,27.936
Reporter,Bangabandhu Sheikh Mujibur Rahman Agricultural University,Bangladesh,"1,760",8.4,3%,53:47:00,,,,,,,24.036,90.3962
Reporter,Barawa International University,Somalia,"13,200",35.3,3%,33 : 67,,,,,,,1.7172,44.7688
Reporter,Bartin University,Turkey,"10,317",23.7,9%,44:56:00,,,,,,,41.6007,32.3458
Reporter,Basrah University College of Science and Technology,Iraq,"2,115",21.2,0%,46:54:00,,,,,,,30.498,47.8314
Reporter,Bath Spa University,United Kingdom,"6,555",17.7,11%,68:32:00,,,,,,,51.3749,-2.4393
Reporter,University of Batna 1,Algeria,"32,179",28.1,0%,64:36:00,,,,,,,35.5424,6.1565
Reporter,Baze University,Nigeria,"1,790",5.2,0%,50:50:00,,,,,,,9.0073,7.406
Reporter,Bells University of Technology,Nigeria,"1,765",7.5,0%,27 : 73,,,,,,,6.6859,3.1711
Reporter,University of Benghazi,Libya,"76,419",16.3,2%,58:42:00,,,,,,,32.0541,20.0522
Reporter,Benson Idahosa University,Nigeria,"3,859",16.6,0%,50:50:00,,,,,,,6.3351,5.6045
Reporter,Bernardo O’Higgins University,Chile,"7,554",18.1,4%,66:34:00,,,,,,,-33.4672,-70.6573
Reporter,Beykent University,Turkey,"22,103",25.4,4%,47:53:00,,,,,,,41.1173,29.0038
Reporter,Bilecik Şeyh Edebali University,Turkey,"10,434",18.2,8%,42:58:00,,,,,,,40.1924,29.9697
Reporter,Biruni University,Turkey,"5,111",16.9,7%,72:28:00,,,,,,,41.0036,28.92
Reporter,Birzeit University,Palestine,"11,486",17.5,5%,63:37:00,,,,,,,31.9589,35.1814
Reporter,University of Bisha,Saudi Arabia,"13,919",11.8,1%,66:34:00,,,,,,,20.0278,42.6131
Reporter,Bishop Grosseteste University,United Kingdom,"2,010",21.2,4%,79:21:00,,,,,,,53.2439,-0.5366
Reporter,University of Bogotá Jorge Tadeo Lozano,Colombia,"7,704",18.6,1%,55:45:00,,,,,,,4.6066,-74.0678
Reporter,University of Bolton,United Kingdom,"5,400",14.6,33%,61:39:00,,,,,,,53.5742,-2.4362
Reporter,Botswana International University of Science and Technology (BIUST),Botswana,"2,006",11.4,1%,0.970833333,,,,,,,-22.5946,27.1239
Reporter,Bowen University,Nigeria,"4,161",12.0,0%,58:42:00,,,,,,,7.6236,4.189
Reporter,Buckinghamshire New University,United Kingdom,"5,290",17.3,32%,60:40:00,,,,,,,51.6279,-0.7533
Reporter,Buriram Rajabhat University,Thailand,"11,197",26.2,0%,53:47:00,,,,,,,14.9908,103.1024
Reporter,Canadian International College (CIC) – Cairo,Egypt,"9,494",39.4,2%,32 : 68,,,,,,,,
Reporter,Catholic University in Erbil,Iraq,152,3.6,0%,58:42:00,,,,,,,36.2277,44.009
Reporter,Universidad Católica de Colombia,Colombia,"10,671",27.2,0%,50:50:00,,,,,,,4.634,-74.0666
Reporter,B. S. Abdur Rahman Crescent Institute of Science and Technology,India,"7,046",15.7,0%,24 : 76,,,,,,,12.8754,80.0838
Reporter,Universidad Católica de Cuenca,Ecuador,"16,046",20.6,2%,57:43:00,,,,,,,-2.9007,-79.0001
Reporter,Universidad Católica San Pablo,Peru,"8,793",32.5,0%,53:47:00,,,,,,,,
Reporter,Cebu Technological University,Philippines,"39,726",33.3,0%,50:50:00,,,,,,,,
Reporter,CECOS University of IT and Emerging Sciences,Pakistan,"2,405",13.0,0%,0.520138889,,,,,,,,
Reporter,University of Celaya,Mexico,"1,993",14.0,2%,50:50:00,,,,,,,20.5181,-100.7832
Reporter,Central European University,Austria,"1,276",7.6,83%,55:45:00,,,,,,,48.174,16.3881
Reporter,University of Central Punjab,Pakistan,"16,948",32.8,0%,36 : 64,,,,,,,31.4469,74.2682
Reporter,Centro Universitário de Jaguariúna,Brazil,"9,839",25.8,0%,58:42:00,,,,,,,-22.6959,-47.0083
Reporter,Centro Universitário Max Planck,Brazil,"5,150",16.0,0%,61:39:00,,,,,,,,
Reporter,CES University,Colombia,"6,348",13.5,3%,70:30:00,,,,,,,6.2085,-75.5531
Reporter,César Ritz Colleges Switzerland,Switzerland,547,4.8,99%,49:51:00,,,,,,,46.3867,6.8499
Reporter,CETYS Universidad,Mexico,"4,960",9.6,13%,52:48:00,,,,,,,,
Reporter,Chernihiv Polytechnic National University,Ukraine,"5,914",20.5,0%,42:58:00,,,,,,,51.5051,31.3353
Reporter,University of Chichester,United Kingdom,"4,180",14.7,7%,62:38:00,,,,,,,50.845,-0.7729
Reporter,Chitkara University,India,"12,895",15.5,3%,40 : 60,,,,,,,30.5161,76.6598
Reporter,Christ University Bengaluru India,India,"23,637",20.2,2%,48:52:00,,,,,,,12.9362,77.6062
Reporter,Coal City University,Nigeria,461,4.8,0%,48:52:00,,,,,,,6.4624,7.5846
Reporter,Conservatoire for Dance and Drama,United Kingdom,940,10.4,35%,70:30:00,,,,,,,51.5258,-0.1288
Reporter,University of Constantine 3,Algeria,"14,736",16.2,2%,73:27:00,,,,,,,36.2783,6.5901
Reporter,Courtauld Institute of Art,United Kingdom,510,12.8,51%,82:18:00,,,,,,,51.5302,-0.1146
Reporter,Cranfield University,United Kingdom,"3,135",7.8,68%,30 : 70,,,,,,,,
Reporter,Cihan University – Erbil,Iraq,"4,457",23.3,1%,43:57:00,,,,,,,36.1716,43.9666
Reporter,University for the Creative Arts,United Kingdom,"5,345",18.8,35%,67:33:00,,,,,,,51.2151,-0.8054
Reporter,"City University of Science and Information Technology, Peshawar",Pakistan,"4,163",21.3,2%,0.684027778,,,,,,,34.0367,71.6192
Reporter,Cross River University of Technology,Nigeria,"18,915",40.2,0%,36 : 64,,,,,,,4.9313,8.3295
Reporter,University of Cumbria,United Kingdom,"5,275",15.7,10%,70:30:00,,,,,,,54.8909,-2.9222
Reporter,C.V. Raman Global University,India,"6,991",15.8,4%,29 : 71,,,,,,,20.2193,85.7358
Reporter,Cyprus Health and Social Sciences University,Northern Cyprus,"2,354",35.1,75%,45:55:00,,,,,,,35.1894,32.991
Reporter,Daffodil International University (DIU),Bangladesh,"16,157",21.1,3%,34 : 66,,,,,,,23.8825,90.3209
Reporter,Debre Tabor University,Ethiopia,"8,414",7.4,0%,41:59:00,,,,,,,11.8567,38.0155
Reporter,Universidad del Sinú,Colombia,"4,350",25.6,0%,57:43:00,,,,,,,8.7671,-75.8849
Reporter,Delta University for Science and Technology,Egypt,"8,780",16.9,0%,48:52:00,,,,,,,31.441,31.4939
Reporter,Deraya University,Egypt,"4,275",18.9,0%,58:42:00,,,,,,,28.0767,30.8336
Reporter,University for Development Studies,Ghana,"20,674",33.9,1%,41:59:00,,,,,,,9.3723,-0.8852
Reporter,Dhaka International University,Bangladesh,"6,033",29.9,8%,0.765972222,,,,,,,23.7937,90.4471
Reporter,Dhofar University,Oman,"3,122",17.8,6%,56:44:00,,,,,,,17.0896,54.1458
Reporter,Dhonburi Rajabhat University,Thailand,"4,210",16.1,1%,61:39:00,,,,,,,13.7337,100.4913
Reporter,Dijlah University,Iraq,"8,864",28.5,0%,43:57:00,,,,,,,33.2613,44.4131
Reporter,University of Diyala,Iraq,"29,461",17.9,0%,54:46:00,,,,,,,33.6821,44.6009
Reporter,Denau Institute of Entrepreneurship and Pedagogy,Uzbekistan,"5,247",21.9,0%,63:37:00,,,,,,,,
Reporter,Doğuş University,Turkey,"9,149",30.2,1%,40 : 60,,,,,,,41.0016,29.1762
Reporter,Donetsk National University of Economics and Trade named after Mykhailo Tuhan-Baranovsky (DonNUET),Ukraine,"1,068",18.4,2%,60:40:00,,,,,,,,
Reporter,Dr. M.G.R. Educational and Research Institute,India,"23,097",13.3,0%,32 : 68,,,,,,,13.0694,80.178
Reporter,University of Dubai,United Arab Emirates,"1,147",27.3,24%,29 : 71,,,,,,,25.1034,55.1643
Reporter,DHA Suffa University,Pakistan,"1,807",14.5,0%,0.684027778,,,,,,,24.8147,67.0799
Reporter,University of Duhok,Iraq,"23,662",13.5,0%,52:48:00,,,,,,,36.8619,42.9873
Reporter,EAN University,Colombia,"10,000",142.9,0%,,,,,,,,4.6556,-74.058
Reporter,Ebonyi State University,Nigeria,"25,204",27.5,0%,50:50:00,,,,,,,6.3852,8.0111
Reporter,University of El Oued,Algeria,"29,028",33.1,0%,59:41:00,,,,,,,33.3944,6.8572
Reporter,École Nationale Polytechnique,Algeria,"1,489",8.7,0%,46:54:00,,,,,,,36.7232,3.1508
Reporter,École Polytechnique d’Architecture et d’Urbanisme,Algeria,"1,371",10.1,0%,69:31:00,,,,,,,36.7198,3.1544
Reporter,Academy of Economic Studies of Moldova,Moldova,"5,525",25.3,1%,53:47:00,,,,,,,47.0307,28.8376
Reporter,Edo State University Uzairue,Nigeria,"1,489",9.5,0%,52:48:00,,,,,,,7.2193,6.3344
Reporter,"University of Education, Lahore",Pakistan,"27,105",33.1,0%,51:49:00,,,,,,,31.4537,74.299
Reporter,Effat University,Saudi Arabia,"1,067",9.4,26%,99:01:00,,,,,,,21.4782,39.2107
Reporter,Egerton University,Kenya,"20,472",40.1,1%,43:57:00,,,,,,,-0.3725,35.9335
Reporter,Egyptian Russian University,Egypt,"6,237",13.6,2%,39 : 61,,,,,,,30.1421,31.7186
Reporter,Egypt-Japan University of Science and Technology (E-JUST),Egypt,539,6.7,3%,33 : 67,,,,,,,,
Reporter,"University of Engineering and Technology, Mardan",Pakistan,"1,208",21.6,1%,0.274305556,,,,,,,34.199,72.0198
Reporter,ESIC,,"6,123",19.4,10%,46:54:00,,,,,,,12.9634,77.5603
Reporter,Universidade Estadual de Goiás,Brazil,"19,519",15.4,0%,66:34:00,,,,,,,-16.3816,-48.9467
